2,-2,0,0,-7,6
0,0,0,0,5,0
0,-1,-2,3,0,0
-3,3,-36,36,0,0
0,6,0,47,0,0
0,0,9,0,0,0
0,0,3,0,2,0
-1,1,6,-6,0,0
-1,-1,-6,-22,-8,0
-1,0,0,0,0,0
-4,7,-7,2,-9,0
-5,0,-23,0,-7,0
0,-5,2,-8,0,-7
0,0,0,0,0,-1
0,3,0,35,0,0
